id,source_type,document_title,subject,chapter_title,section_heading,subtopic,chunk_index,chunk_text,importance_label,importance_score,importance_reason,exam_priority,question_worthy,summary_worthy,quality_label,notes
11,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,First Generation (1940-56) : Vacuum Tube,,1,"For example: ENIAC, EDV AC AND UNIV AC Characteristics of First Generation Computers These computers were based on vacuum tube technology",very_high,4,"This chunk is very important because it contains exam-ready facts, examples, or syntax details and belongs to a high-value revision section.",high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
12,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Second Generations (1956-63): Transistors,,1,"It usually had three leads and performed electrical functions such as voltage, current or power amplification with low power requirement Since transistor is a small device, the physical size of computers was greatly reduced",very_high,4,This chunk is very important because it includes a direct definition or core statement and belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
13,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,"Third Generation (1964 - Early 1970), Integrated Circuits",,1,"Integrated circuit replaced several individually wired transistor This development made computers smaller in size, reliable and efficient",low,1,This chunk is lower priority because it mainly belongs to a high-value revision section.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
14,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,"Third Generation (1964 - Early 1970), Integrated Circuits",Characteristic of Third Generation Computer,1,They were able to reduce computational time from micro seconds to nano seconds Extensive use of high - level language became possible,very_high,4,This chunk is very important because it belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
15,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Fourth Generation (Early (1970 - Till Date) Microprocessors),,1,These computers are very small GUI an d pointing devices enable users to learn to use the computer quickly,medium,2,This chunk is moderately important because it belongs to a high-value revision section.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
16,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Fifth Generation (Present and Beyond): Artificial Intelligence,,1,The expert system it defined as a computer information system that attempts to mimic the thought process and reasoning of experts in specific areas three characteristics can be identified with the fifth generation computer these are,very_high,4,This chunk is very important because it includes a direct definition or core statement and belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
17,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Fifth Generation (Present and Beyond): Artificial Intelligence,Mega chips,1,"Fifth generation computers will use super large scale integrated (SLSI) chips, which will result in the production of microprocessor having millions of electronic components on a single chip",medium,2,This chunk is moderately important because it belongs to a high-value revision section.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
18,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Fifth Generation (Present and Beyond): Artificial Intelligence,Parallel processing,1,A computer using parallel processing accesses several instructions at once and works on them at the same time through use of multiple central processing units,medium,2,This chunk is moderately important because it belongs to a high-value revision section.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
19,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Fifth Generation (Present and Beyond): Artificial Intelligence,Artificial intelligence: (AI),1,"AI comprises a group of related technologies expert systems (ES), natural language processing (NLP) speech recognition, vision recognition and robotics",medium,2,This chunk is moderately important because it belongs to a high-value revision section.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
20,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Classification Of Computers,Micro computers,1,"A micro computer is a small, low cost digital computer, which usually consists of a microprocessor, a storage unit, an input channel and an output channel, all of which may be on one chip inserted into are or several pc boards",very_high,4,"This chunk is very important because it includes a direct definition or core statement and contains exam-ready facts, examples, or syntax details and belongs to a high-value revision section.",high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
21,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Classification Of Computers,Desktop computer,1,"Desktop computer also known as personal computer (pc) is principally intended per stand alone use by an individual micro computer typically consist of a system unit a display monitor, a keyboard internal hard disk storage and other peripheral devices",high,3,This chunk is important because it includes a direct definition or core statement and belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
22,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Classification Of Computers,Laptop,1,"The biggest advantage of this computer is that one can use this computer anywhere and at anytime, especially when are is travelling",high,3,This chunk is important because it includes a direct definition or core statement and belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
23,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Classification Of Computers,Hand held computers,1,"A hard-held, also called personal digital assistant (PDA), is a computer that can conveniently be stored in a pocket and used while the user is holding it",very_high,4,"This chunk is very important because it includes a direct definition or core statement and contains exam-ready facts, examples, or syntax details and belongs to a high-value revision section.",high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
24,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Classification Of Computers,Mini computers,1,"Mini computers are usually multi-user systems, so these are used in interactive applications in industries, research organisations colleges and universities",high,3,This chunk is important because it belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
25,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Classification Of Computers,Mainframe computer,1,"A mainframe is an ultra - high performance computer made for high - volume, processor - intensive computing",high,3,This chunk is important because it includes a direct definition or core statement and belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
26,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Classification Of Computers,Super computers,1,"Super computers are used to solve multivariant mathematical problems of existent physical processes, such as aerodynamics, metrologis, and plasms physics",very_high,4,This chunk is very important because it belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
27,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Basic Computer Organization,,1,"Therefore if required, the output unit also converts the binary data into a form that users can understand",medium,2,"This chunk is moderately important because it contains exam-ready facts, examples, or syntax details.",medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
28,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Number Systems,Introduction,1,There can be many ways in which the digits can be arranged to form a number,medium,2,This chunk is moderately important because it captures a useful concept from the chapter.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
29,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Number Systems,,1,"In decimal number system 3967(10) or 3967 Consists the digits 7 in the unit position (7×100) 6 in the unit position (6×101) 9 in the unit position (9×102) 3 in the unit position (3×103) It values can be written as 3×103+9×102+6×101+7×100 3×1000+9×100+6×10+7×1 3000+900+60+7 3967 3967(10) = 3967 (2) Binary number system The binary system user only two digits i.e, 0's and 1's the base or radis of binary number system is 2 because it contains only two numbers",high,3,This chunk is important because it includes a direct definition or core statement.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
30,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Number Systems,Unit,1,"(1) Decimal number system (2) Binary number system (3) Octal number system (4) Hexadecimal system (1) Decimal number system In this number system the base or radix is 10 and there are altogethes ten number i.e, 0,1,2,3,4,5,6,7,8,9",high,3,This chunk is important because it includes a direct definition or core statement.,high,yes,yes,review,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
31,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Number Systems,User,1,The circuits in computer have to handled by two binary digits or bits rather than decimal number,medium,2,This chunk is moderately important because it captures a useful concept from the chapter.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
32,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Number Systems,Decimal number Binary equivalent,1,0 0000 1 0001 2 0010 3 0011 4 0100 5 0101 6 0110 7 0111 8 1000 9 1001 (3) Octal number system The number system with base or radix digit (8) is known as octal number system There are only eight digits is i.e,high,3,This chunk is important because it includes a direct definition or core statement.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
33,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Number Systems,Decimal Octal Binary Equivalent,1,"Since number (0 to 9) and alphabets (A to F) are used to represent the digit in hexadecimal numbers system, it is also called the alphanumeric number systems",very_high,4,"This chunk is very important because it includes a direct definition or core statement and contains exam-ready facts, examples, or syntax details.",high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
34,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Conversion of Decimal Number System,,1,⇒ Decimal to binary system ⇒ Decimal to octal ⇒ Decimal to hexadecimal (1) Conversion of Decimal to Binary System,high,3,This chunk is important because it captures a useful concept from the chapter.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
35,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Conversion of Decimal Number System,,2,"Convert the 22.64(10) decimal number to its hexadecimal equivalent 16 22 1 - 6 Therefore, 22(10) = 16(16)",high,3,This chunk is important because it captures a useful concept from the chapter.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
36,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Conversion of Decimal Number System,Fraction Radix Result,1,0.8125 *2 =1.625 =0.625 with carry as 1 0.625 *2 =1.25 =0.25 with carry as 1 0.25 *2 =0.5 =0.50 with carry as 0 0.5 *2 =1.0 =0.00 with carry as 1 0.8125(10) = 0.1101 Therefore 37.8125(10) = 100101.1101(2) Exercise: Convert (68)10 to binary,high,3,This chunk is important because it captures a useful concept from the chapter.,high,yes,yes,review,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
37,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Conversion of Binary System,,1,⇒ Binary to decimal conversion ⇒ Binary to octal ⇒ Binary to hexadecimal (1) Binary to Decimal Conversion,high,3,This chunk is important because it captures a useful concept from the chapter.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
38,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Conversion of Binary System,,2,"Convert the 111101100(2) to its octal equivalent. ⇒ Group the number by 3 111 101 100 ⇒ Specify the octal equivalent 111 101 100 7 5 4 Therefore, the octal number is 754(8)",high,3,This chunk is important because it includes a direct definition or core statement.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
39,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Conversion of Octal Number System,,1,⇒ Octal to Decimal Conversion ⇒ Octal to Binary Conversion ⇒ Octal to Hexadecimal (1) Octal to Decimal Conversion,high,3,This chunk is important because it captures a useful concept from the chapter.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
40,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Conversion of Octal Number System,,2,"Convert the 51.63(8) to its binary equivalent 6 ↓ 3 ↓ 101 001 110 011 101001.110011(2) 51.63(8)=101001.110011(2) Therefore, the binary number is 101001.110011(2)",high,3,This chunk is important because it includes a direct definition or core statement.,high,yes,yes,review,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
41,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Conversion of Hexadecimal Number System,,1,⇒ Hexadecimal to Decimal Conversion ⇒ Hexadecimal to Binary ⇒ Hexadecimal to Octal ⇒ Hexadecimal to Decimal Conversion (1) Hexadecimal to Decimal Conversion,high,3,This chunk is important because it captures a useful concept from the chapter.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
42,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Conversion of Hexadecimal Number System,Answer = 1458,1,(2) Hexadecimal to Binary Conversion Convert the 8B2F.9A(16) to its binary equivalent 9 A ↓ ↓ ↓ ↓. ↓ ↓ 1000 1011 0011 1111,high,3,This chunk is important because it captures a useful concept from the chapter.,high,yes,yes,review,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
43,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,Computer Software,Definition,1,It is responsible for controlling intergraring and managing the hardware components of a computer and to accomplish specific tasks,high,3,This chunk is important because it includes a direct definition or core statement.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
44,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,Types of software,,1,Software can be categorised as system software and application software,medium,2,This chunk is moderately important because it belongs to a high-value revision section.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
45,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,System Software,,1,"Some example of system software are operating systems, device drivers language translators and system utilities",low,1,"This chunk is lower priority because it mainly contains exam-ready facts, examples, or syntax details.",low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
46,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,System Software,,2,Operating system is the first layer of software loaded into computer memory when it starts up,low,1,This chunk is lower priority because it mainly includes a direct definition or core statement.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
47,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,System Software,Device Drivers,1,"Device drivers are system programs, which are responsible for proper functioning of devices every device, whether it is a printer, monitor, mouse or keyboard, has a driver associated with it per its proper functioning In modern operating systems, most hardware drivers, such as the keyboard drivers, come with the operating system",high,3,This chunk is important because it includes a direct definition or core statement.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
48,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,System Software,Language Translators,1,Depending on the programming language used language translators are divided into three major categories Computer interpreser and assembles,low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
49,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,System Software,Language Translators Description,1,Compiler The programs written in any high-level programming language (C or Pascal) are converted into machine language using a compiler,low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
50,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,System Software,System Utility,1,"System utility programs perform day to day tasks related to the maintenance of the computer system they are used to support enhance, and secure existing programs and data in the computer system",medium,2,This chunk is moderately important because it captures a useful concept from the chapter.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
51,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,Application Software,,1,"Application software ranges from games, calculators and word processors document creating programs to programs that ""paint"" images on screen (image editors) some of the most commonly used application software are discussed below",low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
52,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,Application Software,Word processors,1,"A word processor is a software used to compose, format, edit and print electronic documents",low,1,This chunk is lower priority because it mainly includes a direct definition or core statement.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
53,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,Application Software,,2,"A spreadsheet application is a rectangular grid, which allows text, number and complex functions to be entered into a matrix of thousand of individual cells",high,3,This chunk is important because it includes a direct definition or core statement.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
54,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,Application Software,,3,"With image editing software, one can darken or lighten an image, rotate it, adjust its contrast, crop out extraneous detail and much more",low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
55,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,Application Software,,4,New categories of data can be added to the database without disrupting the existing system,low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
56,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,Application Software,,5,A presentation is a means of assessment which requires presentation providers to present their work orally in the presence of an qudience It combines both visual and verbal elementns presentation software allows the user to create presentations by producing slides or handows per presentation of projects,low,1,This chunk is lower priority because it mainly includes a direct definition or core statement.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
57,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,Application Software,,6,The term desktop publishing is usually used to describe the creation of printed documents using a desktop computer,medium,2,This chunk is moderately important because it includes a direct definition or core statement.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
58,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,Software Development Steps,,1,"Software development may include research, new development, modification, reuse, re-engineering, maintenance or any other activities that result in software product",medium,2,This chunk is moderately important because it captures a useful concept from the chapter.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
59,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,Software Development Steps,Software development life cycle (SDLC),1,Bugs are identified and reported The following are the flow of software development life cycle,low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
60,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,Software Development Steps,Requirement - Analysis,1,"This process involves analysis who meet with interview and observe knowledge, users to understand what the requirements are, in addition existing system, processes, documents and procedures are also reviewed",medium,2,This chunk is moderately important because it captures a useful concept from the chapter.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
61,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,Software Development Steps,Design Process,1,"It defines specifically now the software is to be written including an object model with properties and methods for each objects, analysis and design are very cructal in the whole development cycle",medium,2,This chunk is moderately important because it includes a direct definition or core statement.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
62,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,Software Development Steps,Development or Coding,1,"Different high level languages like C, C++, JA V A, COBOL etc. are used for coding, with respect to the type of application, the right programming language is choosen",medium,2,This chunk is moderately important because it includes a direct definition or core statement.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
63,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,Software Development Steps,Testing,1,Testing is the process of executing the proposed software with sample or test data and put it into regular use,medium,2,This chunk is moderately important because it includes a direct definition or core statement.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
64,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Computer Software,Software Development Steps,Implementation and Maintenance,1,The software should be developed to accommodate changes that could happen during the post implementation period,low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
65,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Program Definition,,1,"(a) Problem must be analysed thoraghly, (b) Solution method is broken down into a sequence of small tasks",high,3,This chunk is important because it includes a direct definition or core statement.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
66,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Algorithms,,1,Algorithms can have steps that repeat (iterate) or require decision (logic and comparison) until the task is completed,very_high,4,This chunk is very important because it includes a direct definition or core statement and belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
67,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Algorithms,Step 1: Start,1,"Step 2: Read three numbers say A, B, C Step 3: Read the larger number between A and B and store it in MAX_AB",high,3,This chunk is important because it belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
68,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Algorithm properties,,1,(3) The algorithm should conclude after a finite number of steps an algorithm cannot be open ended (4) Then algorithm must be general enough to deal with any contingency,very_high,4,This chunk is very important because it belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
69,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Flowchart,,1,The primary purpose of the flowchart is to help the programmes in understanding the logic of the program Standard flowchart symbols prescribed by American nations standard institute (ANSI),high,3,This chunk is important because it includes a direct definition or core statement.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
70,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Flowchart symbols,Symbol Symbol name Description,1,This symbol has one entry and two exit paths The path chosen depends on whether answer to a question is yes or no,high,3,This chunk is important because it includes a direct definition or core statement.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
71,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Flowchart symbols,Link,1,Communication link symbol is used to represent data received or to be transmitted from an external system,high,3,This chunk is important because it includes a direct definition or core statement.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
