id,source_type,document_title,subject,chapter_title,section_heading,subtopic,chunk_index,chunk_text,target_summary,overall_summary_hint,key_points,summary_style,difficulty_level,exam_priority,quality_label,notes
15,pdf_chunk,Computer Science Study Notes 5,Computer Science,Memory Management,Memory Management,Virtual Memory,3,"Memory Management. Virtual memory allows a system to run programs larger than physical memory. Segmentation organizes memory by logical units such as code, stack, or data. Paging divides memory into fixed-size blocks and reduces external fragmentation. A short classroom example or revision note may focus on virtual memory within this topic.","Memory management keeps track of data and programs loaded in main memory. Paging divides memory into fixed-size blocks and reduces external fragmentation. A key point to remember is virtual memory, because it often appears in short-answer questions.","Memory Management contains core ideas, functions, examples, and common exam-ready points.",Memory management keeps track of data and programs loaded in main memory. | Paging divides memory into fixed-size blocks and reduces external fragmentation. | Virtual Memory is an important part of memory management. | Students should remember both the definition and the main effect or function.,conceptual,hard,high,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
16,pdf_chunk,Computer Science Study Notes 1,Computer Science,Memory Management,Memory Management,Address Translation,4,"Memory Management. Segmentation organizes memory by logical units such as code, stack, or data. Paging divides memory into fixed-size blocks and reduces external fragmentation. Memory management keeps track of data and programs loaded in main memory. A short classroom example or revision note may focus on address translation within this topic.","Memory management keeps track of data and programs loaded in main memory. Paging divides memory into fixed-size blocks and reduces external fragmentation. A key point to remember is address translation, because it often appears in short-answer questions.","Memory Management contains core ideas, functions, examples, and common exam-ready points.",Memory management keeps track of data and programs loaded in main memory. | Paging divides memory into fixed-size blocks and reduces external fragmentation. | Address Translation is an important part of memory management. | Students should remember both the definition and the main effect or function.,plain,easy,low,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
17,pdf_chunk,Computer Science Study Notes 2,Computer Science,Memory Management,Memory Management,Paging,1,"Memory Management. Segmentation organizes memory by logical units such as code, stack, or data. Virtual memory allows a system to run programs larger than physical memory. Paging divides memory into fixed-size blocks and reduces external fragmentation. A short classroom example or revision note may focus on paging within this topic.","Memory management keeps track of data and programs loaded in main memory. Paging divides memory into fixed-size blocks and reduces external fragmentation. A key point to remember is paging, because it often appears in short-answer questions.","Memory Management contains core ideas, functions, examples, and common exam-ready points.",Memory management keeps track of data and programs loaded in main memory. | Paging divides memory into fixed-size blocks and reduces external fragmentation. | Paging is an important part of memory management. | Students should remember both the definition and the main effect or function.,study_friendly,medium,high,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
18,pdf_chunk,Computer Science Study Notes 3,Computer Science,Memory Management,Memory Management,Segmentation,2,"Memory Management. Segmentation organizes memory by logical units such as code, stack, or data. Memory management keeps track of data and programs loaded in main memory. Paging divides memory into fixed-size blocks and reduces external fragmentation. A short classroom example or revision note may focus on segmentation within this topic.","Memory management keeps track of data and programs loaded in main memory. Paging divides memory into fixed-size blocks and reduces external fragmentation. Segmentation organizes memory by logical units such as code, stack, or data.","Memory Management contains core ideas, functions, examples, and common exam-ready points.",Memory management keeps track of data and programs loaded in main memory. | Paging divides memory into fixed-size blocks and reduces external fragmentation. | Segmentation is an important part of memory management. | Students should remember both the definition and the main effect or function.,exam_focused,hard,medium,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
19,pdf_chunk,Computer Science Study Notes 4,Computer Science,Databases,Databases,Tables,1,"Databases. A database stores related data in an organized form so it can be searched and updated efficiently. Tables hold records, while primary keys identify each row uniquely. Normalization reduces redundancy and improves consistency. A short classroom example or revision note may focus on tables within this topic.","A database stores related data in an organized form so it can be searched and updated efficiently. Tables hold records, while primary keys identify each row uniquely. A key point to remember is tables, because it often appears in short-answer questions.","Databases contains core ideas, functions, examples, and common exam-ready points.","A database stores related data in an organized form so it can be searched and updated efficiently. | Tables hold records, while primary keys identify each row uniquely. | Tables is an important part of databases. | Students should remember both the definition and the main effect or function.",concise,easy,high,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
20,pdf_chunk,Computer Science Study Notes 5,Computer Science,Databases,Databases,Primary Key,2,"Databases. Tables hold records, while primary keys identify each row uniquely. SQL is used to query, insert, update, and delete data. A database stores related data in an organized form so it can be searched and updated efficiently. A short classroom example or revision note may focus on primary key within this topic.","A database stores related data in an organized form so it can be searched and updated efficiently. Tables hold records, while primary keys identify each row uniquely. SQL is used to query, insert, update, and delete data.","Databases contains core ideas, functions, examples, and common exam-ready points.","A database stores related data in an organized form so it can be searched and updated efficiently. | Tables hold records, while primary keys identify each row uniquely. | Primary Key is an important part of databases. | Students should remember both the definition and the main effect or function.",conceptual,medium,low,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
21,pdf_chunk,Computer Science Study Notes 1,Computer Science,Databases,Databases,SQL,3,"Databases. Normalization reduces redundancy and improves consistency. A database stores related data in an organized form so it can be searched and updated efficiently. SQL is used to query, insert, update, and delete data. A short classroom example or revision note may focus on sql within this topic.","A database stores related data in an organized form so it can be searched and updated efficiently. Tables hold records, while primary keys identify each row uniquely. SQL is used to query, insert, update, and delete data.","Databases contains core ideas, functions, examples, and common exam-ready points.","A database stores related data in an organized form so it can be searched and updated efficiently. | Tables hold records, while primary keys identify each row uniquely. | SQL is an important part of databases. | Students should remember both the definition and the main effect or function.",plain,hard,high,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
22,pdf_chunk,Computer Science Study Notes 2,Computer Science,Databases,Databases,Normalization,4,"Databases. SQL is used to query, insert, update, and delete data. A database stores related data in an organized form so it can be searched and updated efficiently. Tables hold records, while primary keys identify each row uniquely. A short classroom example or revision note may focus on normalization within this topic.","A database stores related data in an organized form so it can be searched and updated efficiently. Tables hold records, while primary keys identify each row uniquely. A key point to remember is normalization, because it often appears in short-answer questions.","Databases contains core ideas, functions, examples, and common exam-ready points.","A database stores related data in an organized form so it can be searched and updated efficiently. | Tables hold records, while primary keys identify each row uniquely. | Normalization is an important part of databases. | Students should remember both the definition and the main effect or function.",study_friendly,easy,medium,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
23,pdf_chunk,Computer Science Study Notes 3,Computer Science,Databases,Databases,Tables,1,"Databases. SQL is used to query, insert, update, and delete data. Normalization reduces redundancy and improves consistency. Tables hold records, while primary keys identify each row uniquely. A short classroom example or revision note may focus on tables within this topic.","A database stores related data in an organized form so it can be searched and updated efficiently. Tables hold records, while primary keys identify each row uniquely. SQL is used to query, insert, update, and delete data.","Databases contains core ideas, functions, examples, and common exam-ready points.","A database stores related data in an organized form so it can be searched and updated efficiently. | Tables hold records, while primary keys identify each row uniquely. | Tables is an important part of databases. | Students should remember both the definition and the main effect or function.",exam_focused,medium,high,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
24,pdf_chunk,Computer Science Study Notes 4,Computer Science,Databases,Databases,Primary Key,2,"Databases. Tables hold records, while primary keys identify each row uniquely. A database stores related data in an organized form so it can be searched and updated efficiently. SQL is used to query, insert, update, and delete data. A short classroom example or revision note may focus on primary key within this topic.","A database stores related data in an organized form so it can be searched and updated efficiently. Tables hold records, while primary keys identify each row uniquely. SQL is used to query, insert, update, and delete data.","Databases contains core ideas, functions, examples, and common exam-ready points.","A database stores related data in an organized form so it can be searched and updated efficiently. | Tables hold records, while primary keys identify each row uniquely. | Primary Key is an important part of databases. | Students should remember both the definition and the main effect or function.",concise,hard,low,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
25,pdf_chunk,Computer Science Study Notes 5,Computer Science,Networking Basics,Networking Basics,IP Address,1,"Networking Basics. An IP address identifies a device on a network. Protocols define the rules used for communication. Routers connect different networks, while switches connect devices within the same local network. A short classroom example or revision note may focus on ip address within this topic.","Computer networks allow devices to exchange data and share resources. An IP address identifies a device on a network. Routers connect different networks, while switches connect devices within the same local network.","Networking Basics contains core ideas, functions, examples, and common exam-ready points.",Computer networks allow devices to exchange data and share resources. | An IP address identifies a device on a network. | IP Address is an important part of networking basics. | Students should remember both the definition and the main effect or function.,conceptual,easy,high,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
26,pdf_chunk,Computer Science Study Notes 1,Computer Science,Networking Basics,Networking Basics,Router,2,"Networking Basics. Routers connect different networks, while switches connect devices within the same local network. Protocols define the rules used for communication. An IP address identifies a device on a network. A short classroom example or revision note may focus on router within this topic.","Computer networks allow devices to exchange data and share resources. An IP address identifies a device on a network. A key point to remember is router, because it often appears in short-answer questions.","Networking Basics contains core ideas, functions, examples, and common exam-ready points.",Computer networks allow devices to exchange data and share resources. | An IP address identifies a device on a network. | Router is an important part of networking basics. | Students should remember both the definition and the main effect or function.,plain,medium,medium,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
27,pdf_chunk,Computer Science Study Notes 2,Computer Science,Networking Basics,Networking Basics,Switch,3,"Networking Basics. Computer networks allow devices to exchange data and share resources. An IP address identifies a device on a network. Routers connect different networks, while switches connect devices within the same local network. A short classroom example or revision note may focus on switch within this topic.","Computer networks allow devices to exchange data and share resources. An IP address identifies a device on a network. Routers connect different networks, while switches connect devices within the same local network.","Networking Basics contains core ideas, functions, examples, and common exam-ready points.",Computer networks allow devices to exchange data and share resources. | An IP address identifies a device on a network. | Switch is an important part of networking basics. | Students should remember both the definition and the main effect or function.,study_friendly,hard,high,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
28,pdf_chunk,Computer Science Study Notes 3,Computer Science,Networking Basics,Networking Basics,Protocol,4,"Networking Basics. Computer networks allow devices to exchange data and share resources. An IP address identifies a device on a network. Routers connect different networks, while switches connect devices within the same local network. A short classroom example or revision note may focus on protocol within this topic.","Computer networks allow devices to exchange data and share resources. An IP address identifies a device on a network. Routers connect different networks, while switches connect devices within the same local network.","Networking Basics contains core ideas, functions, examples, and common exam-ready points.",Computer networks allow devices to exchange data and share resources. | An IP address identifies a device on a network. | Protocol is an important part of networking basics. | Students should remember both the definition and the main effect or function.,exam_focused,easy,low,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
29,pdf_chunk,Computer Science Study Notes 4,Computer Science,Networking Basics,Networking Basics,IP Address,1,Networking Basics. An IP address identifies a device on a network. Protocols define the rules used for communication. Computer networks allow devices to exchange data and share resources. A short classroom example or revision note may focus on ip address within this topic.,"Computer networks allow devices to exchange data and share resources. An IP address identifies a device on a network. Routers connect different networks, while switches connect devices within the same local network.","Networking Basics contains core ideas, functions, examples, and common exam-ready points.",Computer networks allow devices to exchange data and share resources. | An IP address identifies a device on a network. | IP Address is an important part of networking basics. | Students should remember both the definition and the main effect or function.,concise,medium,high,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
30,pdf_chunk,Computer Science Study Notes 5,Computer Science,Networking Basics,Networking Basics,Router,2,"Networking Basics. Computer networks allow devices to exchange data and share resources. Protocols define the rules used for communication. Routers connect different networks, while switches connect devices within the same local network. A short classroom example or revision note may focus on router within this topic.","Computer networks allow devices to exchange data and share resources. An IP address identifies a device on a network. A key point to remember is router, because it often appears in short-answer questions.","Networking Basics contains core ideas, functions, examples, and common exam-ready points.",Computer networks allow devices to exchange data and share resources. | An IP address identifies a device on a network. | Router is an important part of networking basics. | Students should remember both the definition and the main effect or function.,conceptual,hard,medium,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
31,pdf_chunk,Biology Study Notes 1,Biology,Cell Structure,Cell Structure,Nucleus,1,Cell Structure. The cell membrane regulates what enters and leaves the cell. Organelles such as mitochondria and ribosomes perform specialized jobs. The cell is the basic structural and functional unit of life. A short classroom example or revision note may focus on nucleus within this topic.,"The cell is the basic structural and functional unit of life. The nucleus stores genetic material and controls major cell activities. A key point to remember is nucleus, because it often appears in short-answer questions.","Cell Structure contains core ideas, functions, examples, and common exam-ready points.",The cell is the basic structural and functional unit of life. | The nucleus stores genetic material and controls major cell activities. | Nucleus is an important part of cell structure. | Students should remember both the definition and the main effect or function.,plain,easy,high,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
32,pdf_chunk,Biology Study Notes 2,Biology,Cell Structure,Cell Structure,Cell Membrane,2,Cell Structure. Organelles such as mitochondria and ribosomes perform specialized jobs. The cell is the basic structural and functional unit of life. The nucleus stores genetic material and controls major cell activities. A short classroom example or revision note may focus on cell membrane within this topic.,"The cell is the basic structural and functional unit of life. The nucleus stores genetic material and controls major cell activities. A key point to remember is cell membrane, because it often appears in short-answer questions.","Cell Structure contains core ideas, functions, examples, and common exam-ready points.",The cell is the basic structural and functional unit of life. | The nucleus stores genetic material and controls major cell activities. | Cell Membrane is an important part of cell structure. | Students should remember both the definition and the main effect or function.,study_friendly,medium,low,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
33,pdf_chunk,Biology Study Notes 3,Biology,Cell Structure,Cell Structure,Cytoplasm,3,Cell Structure. Organelles such as mitochondria and ribosomes perform specialized jobs. The cell is the basic structural and functional unit of life. The cell membrane regulates what enters and leaves the cell. A short classroom example or revision note may focus on cytoplasm within this topic.,"The cell is the basic structural and functional unit of life. The nucleus stores genetic material and controls major cell activities. A key point to remember is cytoplasm, because it often appears in short-answer questions.","Cell Structure contains core ideas, functions, examples, and common exam-ready points.",The cell is the basic structural and functional unit of life. | The nucleus stores genetic material and controls major cell activities. | Cytoplasm is an important part of cell structure. | Students should remember both the definition and the main effect or function.,exam_focused,hard,high,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
34,pdf_chunk,Biology Study Notes 4,Biology,Cell Structure,Cell Structure,Organelles,4,Cell Structure. Organelles such as mitochondria and ribosomes perform specialized jobs. The nucleus stores genetic material and controls major cell activities. The cell membrane regulates what enters and leaves the cell. A short classroom example or revision note may focus on organelles within this topic.,The cell is the basic structural and functional unit of life. The nucleus stores genetic material and controls major cell activities. The cell membrane regulates what enters and leaves the cell.,"Cell Structure contains core ideas, functions, examples, and common exam-ready points.",The cell is the basic structural and functional unit of life. | The nucleus stores genetic material and controls major cell activities. | Organelles is an important part of cell structure. | Students should remember both the definition and the main effect or function.,concise,easy,medium,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
35,pdf_chunk,Biology Study Notes 5,Biology,Cell Structure,Cell Structure,Nucleus,1,Cell Structure. The cell is the basic structural and functional unit of life. The cell membrane regulates what enters and leaves the cell. The nucleus stores genetic material and controls major cell activities. A short classroom example or revision note may focus on nucleus within this topic.,The cell is the basic structural and functional unit of life. The nucleus stores genetic material and controls major cell activities. The cell membrane regulates what enters and leaves the cell.,"Cell Structure contains core ideas, functions, examples, and common exam-ready points.",The cell is the basic structural and functional unit of life. | The nucleus stores genetic material and controls major cell activities. | Nucleus is an important part of cell structure. | Students should remember both the definition and the main effect or function.,conceptual,medium,high,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
36,pdf_chunk,Biology Study Notes 1,Biology,Cell Structure,Cell Structure,Cell Membrane,2,Cell Structure. The nucleus stores genetic material and controls major cell activities. The cell membrane regulates what enters and leaves the cell. The cell is the basic structural and functional unit of life. A short classroom example or revision note may focus on cell membrane within this topic.,"The cell is the basic structural and functional unit of life. The nucleus stores genetic material and controls major cell activities. A key point to remember is cell membrane, because it often appears in short-answer questions.","Cell Structure contains core ideas, functions, examples, and common exam-ready points.",The cell is the basic structural and functional unit of life. | The nucleus stores genetic material and controls major cell activities. | Cell Membrane is an important part of cell structure. | Students should remember both the definition and the main effect or function.,plain,hard,low,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
37,pdf_chunk,Biology Study Notes 2,Biology,Photosynthesis,Photosynthesis,Chlorophyll,1,Photosynthesis. Carbon dioxide and water are converted into glucose and oxygen. Photosynthesis is the process by which green plants make food using light energy. The process stores solar energy in chemical form. A short classroom example or revision note may focus on chlorophyll within this topic.,"Photosynthesis is the process by which green plants make food using light energy. Chlorophyll absorbs sunlight and helps drive the reaction. A key point to remember is chlorophyll, because it often appears in short-answer questions.","Photosynthesis contains core ideas, functions, examples, and common exam-ready points.",Photosynthesis is the process by which green plants make food using light energy. | Chlorophyll absorbs sunlight and helps drive the reaction. | Chlorophyll is an important part of photosynthesis. | Students should remember both the definition and the main effect or function.,study_friendly,easy,high,good,Natural declarative summaries for summarizer fine-tuning; avoids 'understand' and 'explains' style.
